date,pseudo,contexte,composant,evenement
2024-11-16 21:04:58,918,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-11-16 21:05:00,918,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-11-16 21:05:00,918,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-11-16 21:05:53,918,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-11-16 21:05:54,918,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-11-16 21:05:57,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-16 21:05:57,918,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-11-16 21:05:58,918,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-11-16 21:07:15,918,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-11-16 21:07:27,918,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-11-16 21:07:29,918,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-11-16 21:07:29,918,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-11-16 21:08:47,918,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-11-16 21:08:47,918,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-11-16 21:08:51,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-16 21:08:51,918,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-11-16 21:08:51,918,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-11-16 21:09:55,918,Test: Quiz – Leçon 4,Test,Module de cours consulté
2024-11-16 21:11:08,918,Test: Quiz – Leçon 4,Test,Tentative de test commencée
2024-11-16 21:11:09,918,Test: Quiz – Leçon 4,Test,Tentative de test consultée
2024-11-16 21:11:37,918,Test: Quiz – Leçon 4,Test,Tentative de test modifiée
2024-11-16 21:11:37,918,Test: Quiz – Leçon 4,Test,Résumé de tentative de test consulté
2024-11-16 21:11:41,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-16 21:11:41,918,Test: Quiz – Leçon 4,Test,Tentative de test envoyée
2024-11-16 21:11:42,918,Test: Quiz – Leçon 4,Test,Tentative de test relue
2024-11-16 21:12:26,918,Test: Quiz – Leçon 5,Test,Module de cours consulté
2024-11-16 21:12:28,918,Test: Quiz – Leçon 5,Test,Tentative de test commencée
2024-11-16 21:12:28,918,Test: Quiz – Leçon 5,Test,Tentative de test consultée
2024-11-16 21:13:56,918,Test: Quiz – Leçon 5,Test,Tentative de test modifiée
2024-11-16 21:13:57,918,Test: Quiz – Leçon 5,Test,Résumé de tentative de test consulté
2024-11-16 21:14:00,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-16 21:14:00,918,Test: Quiz – Leçon 5,Test,Tentative de test envoyée
2024-11-16 21:14:01,918,Test: Quiz – Leçon 5,Test,Tentative de test relue
2024-11-16 21:15:48,918,Test: Quiz – Leçon 5,Test,Module de cours consulté
2024-11-16 21:15:51,918,Test: Quiz – Leçon 5,Test,Tentative de test commencée
2024-11-16 21:15:51,918,Test: Quiz – Leçon 5,Test,Tentative de test consultée
2024-11-16 21:16:19,918,Test: Quiz – Leçon 5,Test,Tentative de test modifiée
2024-11-16 21:16:20,918,Test: Quiz – Leçon 5,Test,Résumé de tentative de test consulté
2024-11-16 21:16:23,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-16 21:16:23,918,Test: Quiz – Leçon 5,Test,Tentative de test envoyée
2024-11-16 21:16:24,918,Test: Quiz – Leçon 5,Test,Tentative de test relue
2024-11-16 21:16:36,918,Test: Quiz – Leçon 6,Test,Module de cours consulté
2024-11-16 21:16:38,918,Test: Quiz – Leçon 6,Test,Tentative de test consultée
2024-11-16 21:16:38,918,Test: Quiz – Leçon 6,Test,Tentative de test commencée
2024-11-16 21:17:06,918,Test: Quiz – Leçon 6,Test,Tentative de test modifiée
2024-11-16 21:17:06,918,Test: Quiz – Leçon 6,Test,Résumé de tentative de test consulté
2024-11-16 21:17:11,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-16 21:17:11,918,Test: Quiz – Leçon 6,Test,Tentative de test envoyée
2024-11-16 21:17:11,918,Test: Quiz – Leçon 6,Test,Tentative de test relue
2024-11-16 21:17:33,918,Test: Quiz – Leçon 6,Test,Module de cours consulté
2024-11-16 21:17:36,918,Test: Quiz – Leçon 6,Test,Tentative de test commencée
2024-11-16 21:17:37,918,Test: Quiz – Leçon 6,Test,Tentative de test consultée
2024-11-16 21:17:51,918,Test: Quiz – Leçon 6,Test,Tentative de test modifiée
2024-11-16 21:17:52,918,Test: Quiz – Leçon 6,Test,Résumé de tentative de test consulté
2024-11-16 21:17:55,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-16 21:17:55,918,Test: Quiz – Leçon 6,Test,Tentative de test envoyée
2024-11-16 21:17:56,918,Test: Quiz – Leçon 6,Test,Tentative de test relue
2024-11-16 21:18:11,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-16 21:19:44,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-11-16 21:19:48,918,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Rapport du participant,Rapport d’évaluation utilisateur consulté
2024-11-16 23:24:05,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-16 23:24:44,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-16 23:26:13,543,Fichier: Structure d'un programme,Fichier,Module de cours consulté
2024-11-16 23:26:16,543,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-16 23:41:50,543,Fichier: Fichier expl1-1.c (avec des erreurs dans le code),Fichier,Module de cours consulté
2024-11-16 23:43:47,543,Fichier: Fichier expl1-1-ok.c (version corrigée),Fichier,Module de cours consulté
2024-11-16 23:44:08,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-16 23:44:18,543,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-16 23:44:43,543,Test: Quiz Leçon 1,Test,Module de cours consulté
2024-11-16 23:45:04,543,Test: Quiz Leçon 1,Test,Tentative de test commencée
2024-11-16 23:45:04,543,Test: Quiz Leçon 1,Test,Tentative de test consultée
2024-11-16 23:53:52,543,Test: Quiz Leçon 1,Test,Tentative de test enregistrée automatiquement
2024-11-16 23:55:20,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-16 23:55:27,543,Fichier: Présentation du cours,Fichier,Module de cours consulté
2024-11-16 23:55:47,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-16 23:55:55,543,Fichier: Instructions d'entrée/sortie,Fichier,Module de cours consulté
2024-11-16 23:56:21,543,Test: Quiz Leçon 1,Test,Module de cours consulté
2024-11-16 23:56:36,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-16 23:56:39,543,Fichier: Instructions d'entrée/sortie,Fichier,Module de cours consulté
2024-11-16 23:56:41,543,Fichier: Informations et opérations,Fichier,Module de cours consulté
2024-11-17 00:15:14,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 00:15:24,170,Fichier: Fonctions,Fichier,Module de cours consulté
2024-11-17 00:15:28,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 00:15:34,170,Fichier: Tableaux,Fichier,Module de cours consulté
2024-11-17 00:15:36,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 00:15:44,170,Fichier: Notions supplémentaires,Fichier,Module de cours consulté
2024-11-17 00:15:53,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 00:16:02,170,Fichier: Fonctions,Fichier,Module de cours consulté
2024-11-17 00:23:29,543,Fichier: Structure d'un programme,Fichier,Module de cours consulté
2024-11-17 00:58:17,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 00:58:21,543,Test: Quiz Leçon 1,Test,Module de cours consulté
2024-11-17 00:58:24,543,Test: Quiz Leçon 1,Test,Tentative de test consultée
2024-11-17 01:03:39,543,Test: Quiz Leçon 1,Test,Tentative de test modifiée
2024-11-17 01:03:40,543,Test: Quiz Leçon 1,Test,Résumé de tentative de test consulté
2024-11-17 01:03:46,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-17 01:03:46,543,Test: Quiz Leçon 1,Test,Tentative de test envoyée
2024-11-17 01:03:47,543,Test: Quiz Leçon 1,Test,Tentative de test relue
2024-11-17 08:48:38,473,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-17 08:49:27,473,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-17 08:49:31,473,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-11-17 08:49:36,473,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-17 10:01:21,795,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 10:04:44,795,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-11-17 10:39:15,795,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 10:39:30,795,Fichier: Instructions itératives,Fichier,Module de cours consulté
2024-11-17 11:00:44,795,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 11:17:36,795,Fichier: Tableaux,Fichier,Module de cours consulté
2024-11-17 11:17:45,795,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 11:17:47,795,Fichier: Tableaux,Fichier,Module de cours consulté
2024-11-17 11:17:52,795,Fichier: Chaînes de caractères,Fichier,Module de cours consulté
2024-11-17 11:17:54,795,Fichier: Utilisations des tableaux,Fichier,Module de cours consulté
2024-11-17 12:10:44,795,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 12:10:55,795,Fichier: Fonctions,Fichier,Module de cours consulté
2024-11-17 12:32:39,795,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 12:32:44,795,Fichier: Notions supplémentaires,Fichier,Module de cours consulté
2024-11-17 14:32:38,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 15:23:33,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-17 15:23:40,357,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-11-17 15:23:45,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-11-17 15:23:49,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-11-17 15:23:50,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-11-17 15:28:53,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test enregistrée automatiquement
2024-11-17 15:29:07,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-11-17 15:29:07,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-11-17 15:29:11,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-17 15:29:11,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-11-17 15:29:13,357,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-11-17 15:29:38,357,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-11-17 15:29:40,357,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
2024-11-17 15:29:40,357,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-11-17 15:33:09,357,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test modifiée
2024-11-17 15:33:10,357,Test: Test : Ch. 3 – Les itérations,Test,Résumé de tentative de test consulté
2024-11-17 15:33:14,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-17 15:33:14,357,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test envoyée
2024-11-17 15:33:14,357,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test relue
2024-11-17 15:36:19,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-11-17 15:36:21,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-11-17 15:36:21,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-11-17 15:41:47,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test enregistrée automatiquement
2024-11-17 15:42:02,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-11-17 15:42:03,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-11-17 15:42:07,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-17 15:42:07,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-11-17 15:42:08,357,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-11-17 15:51:20,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-11-17 15:51:36,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test commencée
2024-11-17 15:51:36,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test consultée
2024-11-17 15:56:21,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test modifiée
2024-11-17 15:56:22,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Résumé de tentative de test consulté
2024-11-17 15:56:24,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test consultée
2024-11-17 15:57:42,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test modifiée
2024-11-17 15:57:42,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Résumé de tentative de test consulté
2024-11-17 15:57:45,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-17 15:57:45,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test envoyée
2024-11-17 15:57:46,357,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test relue
2024-11-17 16:02:01,357,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Module de cours consulté
2024-11-17 16:02:06,357,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test consultée
2024-11-17 16:02:06,357,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test commencée
2024-11-17 16:06:42,357,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test modifiée
2024-11-17 16:06:43,357,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Résumé de tentative de test consulté
2024-11-17 16:06:46,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-17 16:06:46,357,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test envoyée
2024-11-17 16:06:47,357,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test relue
2024-11-17 18:51:15,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 18:51:30,170,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-17 18:51:35,170,Test: Quiz Leçon 2,Test,Tentative de test commencée
2024-11-17 18:51:35,170,Test: Quiz Leçon 2,Test,Tentative de test consultée
2024-11-17 18:51:44,170,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-17 18:51:50,170,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-17 18:51:56,170,Test: Quiz Leçon 2,Test,Tentative de test consultée
2024-11-17 18:52:00,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 18:52:32,170,Fichier: Fonctions,Fichier,Module de cours consulté
2024-11-17 19:04:36,170,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-17 19:04:48,170,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-11-17 22:08:42,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-17 22:08:51,543,Fichier: Fichier C : calcul racine carrée (sans contrôle),Fichier,Module de cours consulté
2024-11-17 22:08:56,543,Fichier: Fichier C (exercice 1) : maximum de deux nombres,Fichier,Module de cours consulté
2024-11-17 22:09:10,543,Fichier: Fiche d'exercices,Fichier,Module de cours consulté
2024-11-17 22:09:21,543,Fichier: Instructions conditionnelles,Fichier,Module de cours consulté
2024-11-17 22:09:26,543,Fichier: Fiche d'exercices bonus,Fichier,Module de cours consulté
2024-11-17 22:18:45,543,Fichier: Instructions d'entrée/sortie,Fichier,Module de cours consulté
2024-11-17 22:41:53,543,Fichier: Fichier C : calcul racine carrée (sans contrôle),Fichier,Module de cours consulté
2024-11-17 22:42:45,543,Fichier: Fichier C : calcul racine carrée (avec contrôle),Fichier,Module de cours consulté
2024-11-17 22:43:46,543,Test: Quiz Leçon 2,Test,Module de cours consulté
2024-11-17 22:43:50,543,Test: Quiz Leçon 2,Test,Tentative de test commencée
2024-11-17 22:43:50,543,Test: Quiz Leçon 2,Test,Tentative de test consultée
2024-11-17 22:49:14,543,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-17 23:01:07,543,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-17 23:06:10,543,Test: Quiz Leçon 2,Test,Tentative de test enregistrée automatiquement
2024-11-17 23:12:40,543,Test: Quiz Leçon 2,Test,Tentative de test modifiée
2024-11-17 23:12:40,543,Test: Quiz Leçon 2,Test,Résumé de tentative de test consulté
2024-11-17 23:12:44,543,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-17 23:12:44,543,Test: Quiz Leçon 2,Test,Tentative de test envoyée
2024-11-17 23:12:45,543,Test: Quiz Leçon 2,Test,Tentative de test relue
2024-11-18 07:33:42,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 07:33:55,74,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-11-18 07:33:59,74,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-11-18 07:34:04,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 07:34:05,74,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-11-18 07:34:07,74,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-11-18 07:34:07,74,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-11-18 07:47:24,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 07:47:52,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 07:48:02,74,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 10:18:09,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-11-18 10:18:16,433,Test: Quiz Leçon 4,Test,Module de cours consulté
2024-11-18 10:31:32,433,Test: Quiz Leçon 4,Test,Tentative de test commencée
2024-11-18 10:31:32,433,Test: Quiz Leçon 4,Test,Tentative de test consultée
2024-11-18 10:36:46,433,Test: Quiz Leçon 4,Test,Tentative de test enregistrée automatiquement
2024-11-18 10:39:33,433,Test: Quiz Leçon 4,Test,Tentative de test modifiée
2024-11-18 10:39:33,433,Test: Quiz Leçon 4,Test,Résumé de tentative de test consulté
2024-11-18 10:39:37,433,Test: Quiz Leçon 4,Test,Tentative de test envoyée
2024-11-18 10:39:37,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-18 10:39:38,433,Test: Quiz Leçon 4,Test,Tentative de test relue
2024-11-18 10:42:04,433,Test: Quiz Leçon 5,Test,Module de cours consulté
2024-11-18 10:42:07,433,Test: Quiz Leçon 5,Test,Tentative de test commencée
2024-11-18 10:42:07,433,Test: Quiz Leçon 5,Test,Tentative de test consultée
2024-11-18 10:47:38,433,Test: Quiz Leçon 5,Test,Tentative de test enregistrée automatiquement
2024-11-18 10:52:17,302,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 10:53:13,433,Test: Quiz Leçon 5,Test,Tentative de test enregistrée automatiquement
2024-11-18 10:54:15,433,Test: Quiz Leçon 5,Test,Tentative de test modifiée
2024-11-18 10:54:16,433,Test: Quiz Leçon 5,Test,Résumé de tentative de test consulté
2024-11-18 10:54:19,433,Test: Quiz Leçon 5,Test,Tentative de test envoyée
2024-11-18 10:54:19,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Utilisateur évalué
2024-11-18 10:54:20,433,Test: Quiz Leçon 5,Test,Tentative de test relue
2024-11-18 10:58:41,433,Fichier: Notions supplémentaires,Fichier,Module de cours consulté
2024-11-18 19:08:51,163,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 19:09:10,163,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-11-18 19:09:17,163,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-11-18 19:09:17,163,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-11-18 19:10:05,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-11-18 19:10:16,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-11-18 19:10:20,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-11-18 19:10:20,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-11-18 19:12:23,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-11-18 19:12:24,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-11-18 19:12:48,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-11-18 19:12:57,163,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-11-18 19:12:58,163,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-11-18 19:13:01,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-11-18 19:13:02,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-11-18 19:13:03,163,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-11-18 19:13:03,163,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-18 19:13:04,163,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 19:13:12,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-11-18 19:13:12,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-18 19:13:13,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 20:03:25,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 20:03:27,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 20:03:29,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 20:03:32,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 20:03:38,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-11-18 20:03:38,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-11-18 20:04:56,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-11-18 20:04:57,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-11-18 20:05:01,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-11-18 20:05:01,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-18 20:05:02,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 20:05:17,400,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-11-18 20:05:19,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-11-18 20:05:32,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-11-18 20:05:33,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-11-18 20:08:43,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-11-18 20:08:44,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-11-18 20:08:47,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-18 20:08:48,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-11-18 20:08:49,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-11-18 20:09:32,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-11-18 20:09:39,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-11-18 20:09:40,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-11-18 20:11:12,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-11-18 20:11:13,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-11-18 20:11:17,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-11-18 20:11:17,400,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-11-18 20:11:18,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-11-18 20:11:27,400,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-11-18 20:11:35,400,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-11-18 20:11:37,400,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-11-18 20:11:38,400,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
